MonitoringLocationIdentifier,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode
USGS-03510815,Iron,Dissolved,,
USGS-03510815,Lead,Dissolved,,
USGS-03510815,Lead,Suspended,11,ug/l
USGS-03510815,Lead,Recoverable,,
USGS-03510815,Zinc,Dissolved,,
USGS-03510815,Zinc,Suspended,0,ug/l
USGS-03510815,Zinc,Recoverable,,
USGS-03510815,Mercury,Recoverable,,
USGS-03468510,Barium,Recoverable,,
USGS-03468510,Beryllium,Recoverable,,
USGS-03468510,Cadmium,Total,,
USGS-03468510,Copper,Recoverable,20,ug/l
USGS-03468510,Iron,Recoverable,610,ug/l
USGS-03468510,Lead,Recoverable,,
USGS-03468510,Manganese,Recoverable,80,ug/l
USGS-03468510,Nickel,Recoverable,,
USGS-03468510,Silver,Recoverable,,
USGS-03468510,Zinc,Recoverable,40,ug/l
USGS-03468510,Aluminum,Recoverable,1600,ug/l
USGS-03468510,Lithium,Recoverable,,
USGS-03468510,Titanium,Total,,
USGS-03468510,Mercury,Recoverable,,
USGS-354230083310900,Barium,Recoverable,,
USGS-354230083310900,Cadmium,Total,,
USGS-354230083310900,Chromium(VI),Dissolved,0,ug/l as Cr
USGS-354230083310900,Copper,Recoverable,,
USGS-354230083310900,Iron,Recoverable,400,ug/l
USGS-354230083310900,Iron,Dissolved,,
USGS-354230083310900,Lead,Recoverable,,
USGS-354230083310900,Manganese,Recoverable,,
USGS-354230083310900,Manganese,Dissolved,,
USGS-354230083310900,Silver,Recoverable,,
USGS-354230083310900,Zinc,Recoverable,180,ug/l
USGS-354230083310900,Mercury,Recoverable,,
USGS-03468510,Cadmium,Total,,
USGS-03468510,Copper,Recoverable,30,ug/l
USGS-03468510,Iron,Recoverable,450,ug/l
USGS-03468510,Lead,Recoverable,,
USGS-03468510,Manganese,Recoverable,230,ug/l
USGS-03468510,Nickel,Recoverable,,
USGS-03468510,Zinc,Recoverable,200,ug/l
USGS-03468510,Aluminum,Recoverable,800,ug/l
USGS-03468510,Mercury,Recoverable,0.4,ug/l
USGS-354359083265000,Barium,Recoverable,,
USGS-354359083265000,Cadmium,Total,,
USGS-354359083265000,Chromium(VI),Dissolved,0,ug/l as Cr
USGS-354359083265000,Copper,Recoverable,,
USGS-354359083265000,Iron,Recoverable,20,ug/l
USGS-354359083265000,Iron,Dissolved,,
USGS-354359083265000,Lead,Recoverable,,
USGS-354359083265000,Manganese,Recoverable,,
USGS-354359083265000,Manganese,Dissolved,,
USGS-354359083265000,Silver,Recoverable,,
USGS-354359083265000,Zinc,Recoverable,60,ug/l
USGS-354359083265000,Mercury,Recoverable,,
USGS-354230083305600,Barium,Recoverable,,
USGS-354230083305600,Cadmium,Total,,
USGS-354230083305600,Chromium(VI),Dissolved,0,ug/l as Cr
USGS-354230083305600,Copper,Recoverable,,
USGS-354230083305600,Iron,Recoverable,130,ug/l
USGS-354230083305600,Iron,Dissolved,20,ug/l
USGS-354230083305600,Lead,Recoverable,,
USGS-354230083305600,Manganese,Recoverable,,
USGS-354230083305600,Manganese,Dissolved,,
USGS-354230083305600,Silver,Recoverable,4,ug/l
USGS-354230083305600,Zinc,Recoverable,140,ug/l
USGS-354230083305600,Mercury,Recoverable,,
USGS-354415083265401,Barium,Recoverable,,
USGS-354415083265401,Cadmium,Total,,
USGS-354415083265401,Chromium(VI),Dissolved,0,ug/l as Cr
USGS-354415083265401,Copper,Recoverable,,
USGS-354415083265401,Iron,Recoverable,190,ug/l
USGS-354415083265401,Iron,Dissolved,30,ug/l
USGS-354415083265401,Lead,Recoverable,,
USGS-354415083265401,Manganese,Recoverable,,
USGS-354415083265401,Manganese,Dissolved,,
USGS-354415083265401,Silver,Recoverable,,
USGS-354415083265401,Zinc,Recoverable,140,ug/l
USGS-354415083265401,Mercury,Recoverable,,
USGS-354225083313200,Zinc,Recoverable,20,ug/l
USGS-354225083313200,Barium,Recoverable,,
USGS-354225083313200,Cadmium,Total,,
USGS-354225083313200,Chromium(VI),Dissolved,0,ug/l as Cr
USGS-354225083313200,Copper,Recoverable,,
USGS-354225083313200,Iron,Recoverable,70,ug/l
USGS-354225083313200,Iron,Dissolved,,
USGS-354225083313200,Lead,Recoverable,,
USGS-354225083313200,Manganese,Recoverable,,
USGS-354225083313200,Manganese,Dissolved,,
USGS-354225083313200,Silver,Recoverable,,
USGS-354225083313200,Mercury,Recoverable,,
USGS-03510815,Chromium,Dissolved,,
USGS-03510815,Chromium,Suspended,,
USGS-03510815,Chromium,Recoverable,,
USGS-03510815,Copper,Dissolved,,
USGS-03510815,Copper,Suspended,3,ug/l
USGS-03510815,Copper,Recoverable,,
USGS-03510815,Iron,Recoverable,20,ug/l
USGS-03510815,Iron,Dissolved,30,ug/l
USGS-03510815,Lead,Dissolved,,
USGS-03510815,Lead,Suspended,0,ug/l
USGS-03510815,Lead,Recoverable,,
USGS-03510815,Zinc,Dissolved,,
USGS-03510815,Zinc,Suspended,0,ug/l
USGS-03510815,Zinc,Recoverable,,
USGS-03510815,Mercury,Recoverable,,
USGS-03468510,Cadmium,Total,,
USGS-03468510,Copper,Recoverable,20,ug/l
USGS-03468510,Iron,Recoverable,600,ug/l
USGS-03468510,Lead,Recoverable,,
USGS-03468510,Manganese,Recoverable,160,ug/l
USGS-03468510,Nickel,Recoverable,,
USGS-03468510,Zinc,Recoverable,30,ug/l
USGS-03468510,Aluminum,Recoverable,600,ug/l
USGS-03468510,Mercury,Recoverable,,
USGS-354415083270000,Barium,Recoverable,,
USGS-354415083270000,Cadmium,Total,,
USGS-354415083270000,Chromium(VI),Dissolved,0,ug/l as Cr
USGS-354415083270000,Copper,Recoverable,,
USGS-354415083270000,Iron,Recoverable,60,ug/l
USGS-354415083270000,Iron,Dissolved,,
USGS-354415083270000,Lead,Recoverable,,
USGS-354415083270000,Manganese,Recoverable,20,ug/l
USGS-354415083270000,Manganese,Dissolved,30,ug/l
USGS-354415083270000,Silver,Recoverable,,
USGS-354415083270000,Zinc,Recoverable,30,ug/l
USGS-354415083270000,Mercury,Recoverable,,
USGS-03468510,Cadmium,Total,,
USGS-03468510,Copper,Recoverable,30,ug/l
USGS-03468510,Iron,Recoverable,1600,ug/l
USGS-03468510,Lead,Recoverable,,
USGS-03468510,Manganese,Recoverable,350,ug/l
USGS-03468510,Nickel,Recoverable,,
USGS-03468510,Zinc,Recoverable,230,ug/l
USGS-03468510,Aluminum,Recoverable,500,ug/l
USGS-03468510,Mercury,Recoverable,,
USGS-03468510,Aluminum,Recoverable,900,ug/l
USGS-03468510,Cadmium,Total,,
USGS-03468510,Copper,Recoverable,,
USGS-03468510,Iron,Recoverable,660,ug/l
USGS-03468510,Lead,Recoverable,,
USGS-03468510,Manganese,Recoverable,220,ug/l
USGS-03468510,Nickel,Recoverable,,
USGS-03468510,Zinc,Recoverable,80,ug/l
USGS-03468510,Mercury,Recoverable,0.3,ug/l
USGS-03468510,Cadmium,Total,,
USGS-03468510,Copper,Recoverable,,
USGS-03468510,Iron,Dissolved,,
USGS-03468510,Lead,Recoverable,,
USGS-03468510,Manganese,Dissolved,160,ug/l
USGS-03468510,Zinc,Recoverable,50,ug/l
USGS-03468510,Mercury,Recoverable,,
USGS-03468510,Cadmium,Total,,
USGS-03468510,Copper,Recoverable,,
USGS-03468510,Iron,Recoverable,310,ug/l
USGS-03468510,Lead,Recoverable,,
USGS-03468510,Manganese,Recoverable,40,ug/l
USGS-03468510,Nickel,Recoverable,,
USGS-03468510,Zinc,Recoverable,40,ug/l
USGS-03468510,Aluminum,Recoverable,,
USGS-03468510,Mercury,Recoverable,,
USGS-03468510,Cadmium,Total,,
USGS-03468510,Copper,Recoverable,20,ug/l
USGS-03468510,Iron,Dissolved,1400,ug/l
USGS-03468510,Lead,Recoverable,,
USGS-03468510,Manganese,Dissolved,70,ug/l
USGS-03468510,Zinc,Recoverable,40,ug/l
USGS-03468510,Mercury,Recoverable,,
USGS-03468510,Cadmium,Total,,
USGS-03468510,Copper,Recoverable,,
USGS-03468510,Iron,Dissolved,,
USGS-03468510,Lead,Recoverable,,
USGS-03468510,Manganese,Dissolved,,
USGS-03468510,Zinc,Recoverable,20,ug/l
USGS-03468510,Mercury,Recoverable,,
USGS-03468510,Cadmium,Total,,
USGS-03468510,Copper,Recoverable,20,ug/l
USGS-03468510,Iron,Dissolved,,
USGS-03468510,Lead,Recoverable,,
USGS-03468510,Manganese,Dissolved,240,ug/l
USGS-03468510,Zinc,Recoverable,100,ug/l
USGS-03468510,Mercury,Recoverable,,
USGS-03468510,Cadmium,Total,,
USGS-03468510,Copper,Recoverable,20,ug/l
USGS-03468510,Iron,Dissolved,110,ug/l
USGS-03468510,Lead,Recoverable,,
USGS-03468510,Manganese,Dissolved,30,ug/l
USGS-03468510,Zinc,Recoverable,100,ug/l
USGS-03468510,Mercury,Recoverable,,
USGS-03468510,Cadmium,Total,,
USGS-03468510,Copper,Recoverable,,
USGS-03468510,Iron,Dissolved,100,ug/l
USGS-03468510,Lead,Recoverable,,
USGS-03468510,Manganese,Dissolved,150,ug/l
USGS-03468510,Zinc,Recoverable,60,ug/l
USGS-03468510,Mercury,Recoverable,,
USGS-03468510,Cadmium,Total,,
USGS-03468510,Copper,Recoverable,30,ug/l
USGS-03468510,Iron,Dissolved,,
USGS-03468510,Lead,Recoverable,,
USGS-03468510,Manganese,Dissolved,20,ug/l
USGS-03468510,Zinc,Recoverable,70,ug/l
USGS-03468510,Mercury,Recoverable,,
USGS-03468510,Cadmium,Total,,
USGS-03468510,Copper,Recoverable,40,ug/l
USGS-03468510,Iron,Dissolved,150,ug/l
USGS-03468510,Lead,Recoverable,,
USGS-03468510,Manganese,Dissolved,160,ug/l
USGS-03468510,Zinc,Recoverable,260,ug/l
USGS-03468510,Mercury,Recoverable,0.2,ug/l
USGS-355850083370701,Iron,Dissolved,340,ug/l
USGS-355850083370701,Manganese,Dissolved,20,ug/l
USGS-354410083380601,Iron,Recoverable,2100,ug/l
USGS-354410083380601,Manganese,Recoverable,60,ug/l
USGS-354606083205301,Barium,Dissolved,12,ug/l
USGS-354606083205301,Beryllium,Dissolved,,
USGS-354606083205301,Cadmium,Dissolved,,
USGS-354606083205301,Chromium,Dissolved,,
USGS-354606083205301,Copper,Dissolved,1,ug/l
USGS-354606083205301,Iron,Dissolved,3800,ug/l
USGS-354606083205301,Lead,Dissolved,2,ug/l
USGS-354606083205301,Manganese,Dissolved,630,ug/l
USGS-354606083205301,Silver,Dissolved,,
USGS-354606083205301,Strontium,Dissolved,240,ug/l
USGS-354606083205301,Zinc,Dissolved,150,ug/l
USGS-354606083205301,Aluminum,Dissolved,60,ug/l
USGS-354606083205301,Mercury,Dissolved,0.2,ug/l
USGS-354747083333801,Iron,Recoverable,310,ug/l
USGS-354747083333801,Manganese,Recoverable,150,ug/l
USGS-354606083205301,Barium,Dissolved,14,ug/l
USGS-354606083205301,Beryllium,Dissolved,,
USGS-354606083205301,Cadmium,Dissolved,,
USGS-354606083205301,Chromium,Dissolved,2,ug/l
USGS-354606083205301,Copper,Dissolved,1,ug/l
USGS-354606083205301,Iron,Dissolved,590,ug/l
USGS-354606083205301,Lead,Dissolved,,
USGS-354606083205301,Manganese,Dissolved,490,ug/l
USGS-354606083205301,Silver,Dissolved,,
USGS-354606083205301,Strontium,Dissolved,240,ug/l
USGS-354606083205301,Zinc,Dissolved,150,ug/l
USGS-354606083205301,Aluminum,Dissolved,30,ug/l
USGS-354606083205301,Mercury,Dissolved,,
USGS-03470200,Iron,Dissolved,5.2,ug/l
USGS-03470200,Manganese,Dissolved,,
USGS-03470100,Iron,Dissolved,,
USGS-03470100,Manganese,Dissolved,,
USGS-355505083412401,Iron,Dissolved,,
USGS-355505083412401,Manganese,Dissolved,,
USGS-355021083305101,Iron,Dissolved,,
USGS-355021083305101,Manganese,Dissolved,2.17,ug/l
USGS-03513476,Aluminum,Dissolved,70,ug/l
USGS-03513476,Aluminum,Dissolved,120,ug/l
USGS-03513475,Aluminum,Dissolved,180,ug/l
USGS-03513476,Aluminum,Dissolved,90,ug/l
USGS-03513475,Aluminum,Dissolved,320,ug/l
USGS-03513475,Aluminum,Recoverable,420,ug/l
USGS-03513475,Aluminum,Dissolved,270,ug/l
USGS-03513476,Aluminum,Dissolved,140,ug/l
USGS-03513475,Aluminum,Dissolved,240,ug/l
USGS-03513476,Aluminum,Recoverable,220,ug/l
USGS-03513476,Aluminum,Dissolved,80,ug/l
USGS-03513475,Aluminum,Dissolved,190,ug/l
USGS-03513476,Aluminum,Recoverable,3730,ug/l
USGS-03513476,Aluminum,Dissolved,150,ug/l
USGS-03513475,Aluminum,Recoverable,470,ug/l
USGS-03513475,Aluminum,Dissolved,270,ug/l
USGS-03513476,Chromium,Dissolved,,
USGS-03513476,Copper,Dissolved,,
USGS-03513476,Iron,Dissolved,7.4,ug/l
USGS-03513476,Manganese,Dissolved,4.79,ug/l
USGS-03513476,Zinc,Dissolved,,
USGS-03513476,Aluminum,Recoverable,250,ug/l
USGS-03513476,Aluminum,Dissolved,70,ug/l
USGS-03513475,Chromium,Dissolved,,
USGS-03513475,Copper,Dissolved,,
USGS-03513475,Iron,Dissolved,16,ug/l
USGS-03513475,Manganese,Dissolved,20.1,ug/l
USGS-03513475,Zinc,Dissolved,,
USGS-03513475,Aluminum,Recoverable,730,ug/l
USGS-03513475,Aluminum,Dissolved,270,ug/l
USGS-03513475,Chromium,Dissolved,,
USGS-03513475,Copper,Dissolved,,
USGS-03513475,Iron,Dissolved,11.1,ug/l
USGS-03513475,Manganese,Dissolved,20.7,ug/l
USGS-03513475,Zinc,Dissolved,,
USGS-03513475,Aluminum,Recoverable,430,ug/l
USGS-03513475,Aluminum,Dissolved,260,ug/l
USGS-03513476,Manganese,Dissolved,4.19,ug/l
USGS-03513476,Zinc,Dissolved,,
USGS-03513476,Chromium,Dissolved,,
USGS-03513476,Copper,Dissolved,,
USGS-03513476,Iron,Dissolved,9.9,ug/l
USGS-03513476,Aluminum,Recoverable,240,ug/l
USGS-03513476,Aluminum,Dissolved,60,ug/l
USGS-03513475,Chromium,Dissolved,,
USGS-03513475,Copper,Dissolved,,
USGS-03513475,Iron,Dissolved,7.4,ug/l
USGS-03513475,Manganese,Dissolved,51.5,ug/l
USGS-03513475,Zinc,Dissolved,,
USGS-03513475,Aluminum,Recoverable,1160,ug/l
USGS-03513475,Aluminum,Dissolved,80,ug/l
USGS-03513475,Chromium,Dissolved,,
USGS-03513475,Copper,Dissolved,,
USGS-03513475,Iron,Dissolved,17.3,ug/l
USGS-03513475,Manganese,Dissolved,19.2,ug/l
USGS-03513475,Zinc,Dissolved,,
USGS-03513475,Aluminum,Recoverable,380,ug/l
USGS-03513475,Aluminum,Dissolved,280,ug/l
USGS-03513475,Chromium,Dissolved,,
USGS-03513475,Copper,Dissolved,,
USGS-03513475,Iron,Dissolved,11.1,ug/l
USGS-03513475,Manganese,Dissolved,19.2,ug/l
USGS-03513475,Zinc,Dissolved,,
USGS-03513475,Aluminum,Recoverable,400,ug/l
USGS-03513475,Aluminum,Dissolved,250,ug/l
USGS-03513475,Chromium,Dissolved,,
USGS-03513475,Copper,Dissolved,,
USGS-03513475,Iron,Dissolved,6.2,ug/l
USGS-03513475,Manganese,Dissolved,12.9,ug/l
USGS-03513475,Zinc,Dissolved,,
USGS-03513475,Aluminum,Recoverable,570,ug/l
USGS-03513475,Aluminum,Dissolved,120,ug/l
USGS-03513476,Chromium,Dissolved,,
USGS-03513476,Copper,Dissolved,6.3,ug/l
USGS-03513476,Iron,Dissolved,11.1,ug/l
USGS-03513476,Manganese,Dissolved,6.59,ug/l
USGS-03513476,Zinc,Dissolved,22.4,ug/l
USGS-03513476,Aluminum,Recoverable,410,ug/l
USGS-03513476,Aluminum,Dissolved,80,ug/l
USGS-354014083394101,Iron,Dissolved,483,ug/l
USGS-354014083394101,Manganese,Dissolved,22.1,ug/l
USGS-354014083394101,Aluminum,Dissolved,120,ug/l
USGS-354014083394101,Mercury,Recoverable,0.013,ug/l
USGS-354014083394101,Iron,Dissolved,500,ug/l
USGS-354014083394101,Manganese,Dissolved,45.1,ug/l
USGS-354014083394101,Aluminum,Dissolved,100,ug/l
USGS-354014083394101,Mercury,Recoverable,,
USGS-354300083372001,Iron,Dissolved,,
USGS-354014083394101,Iron,Dissolved,1060,ug/l
USGS-354014083394101,Iron,Dissolved,211,ug/l
USGS-354014083394101,Aluminum,Dissolved,65,ug/l
USGS-354307083213601,Iron,Dissolved,16.7,ug/l
USGS-354307083213601,Aluminum,Dissolved,31.6,ug/l
USGS-03503000,Copper,Dissolved,0.91,ug/l
USGS-03503000,Copper,Dissolved,,
USGS-351941083353401,Aluminum,Dissolved,32,ug/l
USGS-03503000,Copper,Dissolved,,
USGS-03503000,Copper,Dissolved,0.93,ug/l
USGS-03503000,Copper,Dissolved,0.52,ug/l
USGS-03503000,Copper,Dissolved,0.5,ug/l
USGS-03503000,Copper,Dissolved,0.69,ug/l
USGS-03503000,Copper,Dissolved,,
USGS-03503000,Copper,Dissolved,,
USGS-03503000,Copper,Dissolved,1.4,ug/l
USGS-03503000,Copper,Dissolved,,
USGS-03503000,Copper,Dissolved,0.63,ug/l
USGS-03503000,Copper,Dissolved,0.65,ug/l
USGS-03503000,Copper,Dissolved,1.3,ug/l
USGS-03503000,Copper,Dissolved,,
USGS-03503000,Copper,Dissolved,0.76,ug/l
USGS-03503000,Copper,Dissolved,,
USGS-03503000,Copper,Dissolved,,
USGS-03503000,Copper,Dissolved,,
USGS-03503000,Copper,Dissolved,,
USGS-03503000,Copper,Dissolved,,
USGS-03503000,Copper,Dissolved,0.89,ug/l
USGS-03503000,Copper,Dissolved,,
USGS-03503000,Copper,Dissolved,0.59,ug/l
USGS-03503000,Copper,Dissolved,,
USGS-03503000,Copper,Dissolved,,
USGS-03503000,Copper,Dissolved,,
USGS-353635083270301,Aluminum,Dissolved,216,ug/l
USGS-353635083270301,Aluminum,Dissolved,370,ug/l
USGS-03503000,Copper,Dissolved,0.65,ug/l
USGS-353352083284701,Aluminum,Dissolved,84,ug/l
USGS-03503000,Copper,Dissolved,0.92,ug/l
USGS-353629083261801,Aluminum,Dissolved,48,ug/l
USGS-03503000,Copper,Dissolved,0.94,ug/l
USGS-351941083353401,Aluminum,Dissolved,,
USGS-353629083261801,Aluminum,Dissolved,63,ug/l
USGS-353352083284701,Aluminum,Dissolved,127,ug/l
USGS-353405083202101,Barium,Dissolved,7.55,ug/l
USGS-353405083202101,Beryllium,Dissolved,,
USGS-353405083202101,Cadmium,Dissolved,,
USGS-353405083202101,Chromium,Dissolved,,
USGS-353405083202101,Cobalt,Dissolved,0.118,ug/l
USGS-353405083202101,Copper,Dissolved,16.3,ug/l
USGS-353405083202101,Iron,Dissolved,,
USGS-353405083202101,Lead,Dissolved,1.28,ug/l
USGS-353405083202101,Manganese,Dissolved,0.5,ug/l
USGS-353405083202101,Thallium,Dissolved,,
USGS-353405083202101,Molybdenum,Dissolved,,
USGS-353405083202101,Nickel,Dissolved,,
USGS-353405083202101,Silver,Dissolved,,
USGS-353405083202101,Strontium,Dissolved,16.4,ug/l
USGS-353405083202101,Vanadium,Dissolved,0.11,ug/l
USGS-353405083202101,Zinc,Dissolved,121,ug/l
USGS-353405083202101,Aluminum,Dissolved,,
USGS-353405083202101,Lithium,Dissolved,0.43,ug/l
USGS-03505550,Mercury,Total,0.81,ng/l
21NC01WQ-G7900000,Zinc,Dissolved,2,ug/l
21NC01WQ-G7900000,Zinc,Dissolved,5,ug/l
21NC01WQ-G7900000,Nickel,Total,7800,ug/l
21NC01WQ-G7900000,Zinc,Dissolved,4,ug/l
21NC01WQ-G7900000,Zinc,Dissolved,8,ug/l
21NC01WQ-G7900000,Nickel,Total,10500,ug/l
21NC01WQ-G7900000,Nickel,Total,9100,ug/l
21NC01WQ-G7900000,Nickel,Total,17000,ug/l
21NC01WQ-G8500000,Zinc,Dissolved,0,ug/l
21NC01WQ-G8500000,Nickel,Total,1310,ug/l
21NC01WQ-G8500000,Nickel,Total,780,ug/l
21NC01WQ-G8500000,Nickel,Total,879,ug/l
21NC01WQ-G8500000,Zinc,Dissolved,1,ug/l
21NC01WQ-G8500000,Zinc,Dissolved,1,ug/l
21NC01WQ-G8200000,Zinc,Dissolved,1,ug/l
21NC01WQ-G8200000,Nickel,Total,799,ug/l
21NC01WQ-G8200000,Zinc,Dissolved,1,ug/l
21NC01WQ-G8200000,Zinc,Dissolved,0,ug/l
21NC01WQ-G8200000,Nickel,Total,975,ug/l
21NC01WQ-G8200000,Nickel,Total,583,ug/l
21NC01WQ-G9200000,Zinc,Dissolved,4,ug/l
21NC01WQ-G9200000,Nickel,Total,37300,ug/l
21NC01WQ-G9200000,Nickel,Total,10700,ug/l
21NC01WQ-G9200000,Nickel,Total,16200,ug/l
21NC01WQ-G9200000,Zinc,Dissolved,12,ug/l
21NC01WQ-G9200000,Zinc,Dissolved,2,ug/l
21NC01WQ-G9900000,Silver,Dissolved,400,ug/l
21NC01WQ-G9220000,Mercury,Total,0,ug/l
21NC01WQ-G9220000,Lead,Total,0,ug/l
21NC01WQ-G9220000,Lead,Dissolved,7106,ug/l
21NC01WQ-G9220000,Silver,Dissolved,0,ug/l
21NC01WQ-G9220000,Nickel,Total,0,ug/l
21NC01WQ-G9220000,Zinc,Total,0,ug/l
21NC01WQ-G9220000,Copper,Total,0,ug/l
21NC01WQ-G9220000,Chromium,Dissolved,0,ug/l
21NC01WQ-G9220000,Copper,Dissolved,1,ug/l
21NC01WQ-G9220000,Lithium,Total,10,ug/l
21NC01WQ-G4100000,Copper,Dissolved,1,ug/l
21NC01WQ-G4100000,Mercury,Total,0,ug/l
21NC01WQ-G4100000,Copper,Dissolved,1,ug/l
21NC01WQ-G4100000,Chromium,Dissolved,0,ug/l
21NC01WQ-G4100000,Chromium,Dissolved,0,ug/l
21NC01WQ-G4100000,Lithium,Total,98,ug/l
21NC01WQ-G4100000,Lithium,Total,50,ug/l
21NC01WQ-G8800000,Chromium,Dissolved,0,ug/l
21NC01WQ-G8800000,Chromium,Dissolved,0,ug/l
21NC01WQ-G8800000,Zinc,Dissolved,2,ug/l
21NC01WQ-G8800000,Lead,Dissolved,4158,ug/l
21NC01WQ-G8800000,Mercury,Total,0,ug/l
21NC01WQ-G8800000,Silver,Dissolved,1100,ug/l
21NC01WQ-G8800000,Silver,Dissolved,1000,ug/l
21NC01WQ-G8800000,Nickel,Dissolved,34,ug/l
21NC01WQ-G8800000,Copper,Dissolved,2,ug/l
21NC01WQ-G8800000,Copper,Dissolved,2,ug/l
21NC01WQ-G8800000,Copper,Dissolved,2,ug/l
21NC01WQ-G8800000,Copper,Dissolved,3,ug/l
21NC01WQ-G8800000,Chromium,Dissolved,0,ug/l
21NC01WQ-G8800000,Chromium,Dissolved,0,ug/l
21NC01WQ-G8800000,Zinc,Dissolved,2,ug/l
21NC01WQ-G8800000,Lithium,Total,100,ug/l
21NC01WQ-G8800000,Lithium,Total,25,ug/l
21NC01WQ-G8800000,Lithium,Total,50,ug/l
21NC01WQ-G8800000,Lithium,Total,0,ug/l
21NC01WQ-G7900000,Zinc,Dissolved,5,ug/l
21NC01WQ-G7900000,Zinc,Dissolved,8,ug/l
21NC01WQ-G7900000,Zinc,Dissolved,3,ug/l
21NC01WQ-G7900000,Zinc,Dissolved,2,ug/l
21NC01WQ-G7900000,Zinc,Dissolved,6,ug/l
21NC01WQ-G7900000,Mercury,Total,0,ug/l
21NC01WQ-G7900000,Mercury,Total,0,ug/l
21NC01WQ-G7900000,Silver,Dissolved,300,ug/l
21NC01WQ-G7900000,Silver,Dissolved,2300,ug/l
21NC01WQ-G7900000,Nickel,Total,17300,ug/l
21NC01WQ-G7900000,Nickel,Total,11000,ug/l
21NC01WQ-G7900000,Nickel,Total,16100,ug/l
21NC01WQ-G7900000,Lead,Dissolved,4062,ug/l
21NC01WQ-G7900000,Chromium,Dissolved,0,ug/l
21NC01WQ-G7900000,Copper,Dissolved,1,ug/l
21NC01WQ-G7900000,Copper,Dissolved,2,ug/l
21NC01WQ-G7900000,Zinc,Dissolved,4,ug/l
21NC01WQ-G7900000,Silver,Dissolved,3000,ug/l
21NC01WQ-G7900000,Mercury,Total,0,ug/l
21NC01WQ-G7900000,Zinc,Dissolved,4,ug/l
21NC01WQ-G7900000,Silver,Dissolved,11000,ug/l
21NC01WQ-G7900000,Chromium,Dissolved,0,ug/l
21NC01WQ-G7900000,Silver,Dissolved,7000,ug/l
21NC01WQ-G7900000,Zinc,Dissolved,3,ug/l
21NC01WQ-G7900000,Lithium,Total,75,ug/l
21NC01WQ-G7900000,Lithium,Total,0,ug/l
21NC01WQ-G3800000,Cobalt,Total,0,ug/l
21NC01WQ-G3800000,Manganese,Total,0,ug/l
21NC01WQ-G3800000,Iron,Total,90,ug/l
21NC01WQ-G3800000,Copper,Dissolved,1,ug/l
21NC01WQ-G3800000,Lead,Dissolved,4157,ug/l
21NC01WQ-G3800000,Chromium,Total,0,ug/l
21NC01WQ-G3800000,Chromium,Dissolved,0,ug/l
21NC01WQ-G3800000,Cadmium,Total,0,ug/l
21NC01WQ-G3800000,Zinc,Total,0,ug/l
21NC01WQ-G3800000,Lead,Total,0,ug/l
21NC01WQ-G3800000,Silver,Dissolved,10,ug/l
21NC01WQ-G3800000,Silver,Dissolved,70,ug/l
21NC01WQ-G3800000,Silver,Dissolved,20,ug/l
21NC01WQ-G3800000,Mercury,Total,0,ug/l
21NC01WQ-G3800000,Mercury,Total,0,ug/l
21NC01WQ-G3800000,Chromium,Dissolved,0,ug/l
21NC01WQ-G3800000,Copper,Dissolved,1,ug/l
21NC01WQ-G3800000,Copper,Total,0,ug/l
21NC01WQ-G3800000,Lithium,Total,100,ug/l
21NC01WQ-G3800000,Lithium,Total,50,ug/l
21NC01WQ-G9240000,Lead,Dissolved,7107,ug/l
21NC01WQ-G9240000,Copper,Dissolved,1,ug/l
21NC01WQ-G9240000,Copper,Total,0,ug/l
21NC01WQ-G9240000,Lead,Total,0,ug/l
21NC01WQ-G9240000,Nickel,Total,0,ug/l
21NC01WQ-G9240000,Silver,Dissolved,0,ug/l
21NC01WQ-G9240000,Mercury,Total,0,ug/l
21NC01WQ-G9240000,Chromium,Dissolved,0,ug/l
21NC01WQ-G9240000,Zinc,Total,0,ug/l
21NC01WQ-G9240000,Lithium,Total,15,ug/l
21NC01WQ-G3820000,Zinc,Total,0,ug/l
21NC01WQ-G3820000,Mercury,Total,0,ug/l
21NC01WQ-G3820000,Silver,Dissolved,0,ug/l
21NC01WQ-G3820000,Silver,Dissolved,0,ug/l
21NC01WQ-G3820000,Nickel,Total,0,ug/l
21NC01WQ-G3820000,Chromium,Dissolved,0,ug/l
21NC01WQ-G3820000,Zinc,Total,0,ug/l
21NC01WQ-G3820000,Copper,Total,0,ug/l
21NC01WQ-G3820000,Mercury,Total,0,ug/l
21NC01WQ-G3820000,Copper,Dissolved,1,ug/l
21NC01WQ-G3820000,Copper,Dissolved,2,ug/l
21NC01WQ-G3820000,Nickel,Total,0,ug/l
21NC01WQ-G3820000,Nickel,Total,0,ug/l
21NC01WQ-G3820000,Lead,Dissolved,7248,ug/l
21NC01WQ-G3820000,Lead,Dissolved,6730,ug/l
21NC01WQ-G3820000,Lead,Total,0,ug/l
21NC01WQ-G3820000,Lead,Total,0,ug/l
21NC01WQ-G3820000,Lead,Total,0,ug/l
21NC01WQ-G3820000,Silver,Dissolved,790,ug/l
21NC01WQ-G3820000,Mercury,Total,0,ug/l
21NC01WQ-G3820000,Zinc,Total,0,ug/l
21NC01WQ-G3820000,Lead,Dissolved,7103,ug/l
21NC01WQ-G3820000,Chromium,Dissolved,0,ug/l
