MonitoringLocationIdentifier,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode
11NPSWRD_WQX-GRSM_ND_4135,Manganese,Dissolved,0.02393,mg/l
11NPSWRD_WQX-GRSM_F_0224,Iron,Dissolved,0.01335,mg/l
11NPSWRD_WQX-GRSM_ND_4155,Copper,Dissolved,,mg/l
TDECWR_WQX-TNW000001988,Cadmium,Total,,ug/l
11NPSWRD_WQX-GRSM_F_0480,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4155,Iron,Dissolved,0.06339,mg/l
11NPSWRD_WQX-GRSM_F_0224,Copper,Dissolved,,mg/l
21NC03WQ-G8020000,Cadmium,Total,,
11NPSWRD_WQX-GRSM_ND_4135,Aluminum,Dissolved,0.4884,mg/l
21NC03WQ-G8020000,Aluminum,Dissolved,,
21NC03WQ-G8020000,Manganese,Dissolved,,
11NPSWRD_WQX-GRSM_F_MPLP3,Iron,Dissolved,0.01467,mg/l
11NPSWRD_WQX-GRSM_ND_4155,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_INC1.5,Iron,Dissolved,0.17438,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Zinc,Dissolved,0.00841,mg/l
11NPSWRD_WQX-GRSM_F_0326,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Iron,Dissolved,,mg/l
21NC03WQ-G8020000,Nickel,Dissolved,,
21NC03WQ-G8020000,Chromium,Total,,
11NPSWRD_WQX-GRSM_ND_SW,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Cadmium,Dissolved,,
11NPSWRD_WQX-GRSM_ND_4145,Iron,Dissolved,0.07826,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Manganese,Dissolved,0.00247,mg/l
21NC03WQ-G8020000,Zinc,Total,,
11NPSWRD_WQX-GRSM_ND_4135,Manganese,Dissolved,0.00919,mg/l
TDECWR_WQX-TNW000001988,Cadmium,Total,,ug/l
11NPSWRD_WQX-GRSM_ND_4155,Manganese,Dissolved,0.01974,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0259,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Beryllium,Dissolved,,
21NC03WQ-G8020000,Manganese,Dissolved,,
11NPSWRD_WQX-GRSM_ND_4145,Aluminum,Dissolved,0.96233,mg/l
11NPSWRD_WQX-GRSM_F_0213,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0326,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Aluminum,Dissolved,0.39732,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Manganese,Dissolved,0.01634,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0326,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Zinc,Dissolved,0.01123,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Nickel,Dissolved,,
11NPSWRD_WQX-GRSM_F_0052,Aluminum,Dissolved,0.03604,mg/l
11NPSWRD_WQX-GRSM_F_0220,Zinc,Dissolved,0.00842,mg/l
11NPSWRD_WQX-GRSM_F_0LR4,Aluminum,Dissolved,0.03143,mg/l
11NPSWRD_WQX-GRSM_F_0052,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0479,Manganese,Dissolved,,mg/l
21NC03WQ-G8020000,Silver,Dissolved,,
11NPSWRD_WQX-GRSM_F_0LR4,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4155,Manganese,Dissolved,0.01718,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Manganese,Dissolved,,mg/l
21NC03WQ-G8020000,Silver,Total,,
21NC03WQ-G8020000,Silver,Dissolved,,
11NPSWRD_WQX-GRSM_F_INC1.5,Manganese,Dissolved,,mg/l
21NC03WQ-G8020000,Copper,Total,,
11NPSWRD_WQX-GRSM_ND_OS,Iron,Dissolved,,mg/l
21NC03WQ-G8020000,Manganese,Total,,
11NPSWRD_WQX-GRSM_F_0256,Aluminum,Dissolved,0.02235,mg/l
11NPSWRD_WQX-GRSM_F_0048,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0311,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4155,Iron,Dissolved,0.07256,mg/l
21NC03WQ-G8020000,Zinc,Dissolved,,
11NPSWRD_WQX-GRSM_F_0220,Aluminum,Dissolved,0.0766,mg/l
11NPSWRD_WQX-GRSM_ND_4155,Aluminum,Dissolved,0.85404,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Manganese,Dissolved,0.01238,mg/l
11NPSWRD_WQX-GRSM_F_0220,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_MPLP3,Iron,Dissolved,,mg/l
21NC03WQ-G8020000,Copper,Total,,
11NPSWRD_WQX-GRSM_ND_NE,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Manganese,Total,,
11NPSWRD_WQX-GRSM_ND_4135,Aluminum,Dissolved,0.52787,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0259,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0052,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0220,Manganese,Dissolved,0.01446,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Iron,Dissolved,,mg/l
21NC03WQ-G8020000,Lead,Dissolved,,
11NPSWRD_WQX-GRSM_ND_4145,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0043,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0213,Iron,Dissolved,,mg/l
21NC03WQ-G8020000,Beryllium,Dissolved,,
21NC03WQ-G8020000,Cadmium,Total,,
21NC03WQ-G8020000,Copper,Dissolved,,
11NPSWRD_WQX-GRSM_ND_TF,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0040,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Aluminum,Dissolved,0.467,mg/l
21NC03WQ-G8020000,Cadmium,Dissolved,,
11NPSWRD_WQX-GRSM_ND_OS,Manganese,Dissolved,,mg/l
21NC03WQ-G8020000,Copper,Dissolved,,
21NC03WQ-G8020000,Chromium,Dissolved,,
11NPSWRD_WQX-GRSM_ND_NE,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Aluminum,Dissolved,0.5492,mg/l
11NPSWRD_WQX-GRSM_ND_4155,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0310,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Manganese,Dissolved,0.0021,mg/l
21NC03WQ-G8020000,Chromium,Total,,
21NC03WQ-G8020000,Zinc,Dissolved,,
21NC03WQ-G8020000,Mercury,Total,1.44,ng/l
11NPSWRD_WQX-GRSM_ND_SW,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Iron,Dissolved,0.02969,mg/l
11NPSWRD_WQX-GRSM_F_0480,Iron,Dissolved,,mg/l
21NC03WQ-G8020000,Lead,Dissolved,,
21NC03WQ-G8020000,Lead,Dissolved,,
11NPSWRD_WQX-GRSM_ND_TF,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Iron,Dissolved,,
11NPSWRD_WQX-GRSM_F_0043,Manganese,Dissolved,,mg/l
21NC03WQ-G8020000,Aluminum,Dissolved,,
21NC03WQ-G8020000,Silver,Total,,
11NPSWRD_WQX-GRSM_ND_4145,Iron,Dissolved,0.0849,mg/l
11NPSWRD_WQX-GRSM_F_0310,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Manganese,Dissolved,0.0356,mg/l
11NPSWRD_WQX-GRSM_F_MPLP3,Aluminum,Dissolved,0.06504,mg/l
21NC03WQ-G8020000,Cadmium,Total,,
11NPSWRD_WQX-GRSM_ND_TF,Aluminum,Dissolved,0.0316,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Aluminum,Dissolved,,mg/l
21NC03WQ-G8020000,Aluminum,Dissolved,,
21NC03WQ-G8020000,Silver,Total,,
11NPSWRD_WQX-GRSM_F_0221,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Manganese,Dissolved,0.007,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Copper,Dissolved,,mg/l
21NC03WQ-G8020000,Zinc,Total,,
11NPSWRD_WQX-GRSM_F_0066,Aluminum,Dissolved,0.07448,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Manganese,Dissolved,0.0115,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Iron,Dissolved,0.0412,mg/l
11NPSWRD_WQX-GRSM_ND_4155,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Manganese,Dissolved,0.0104,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Zinc,Dissolved,,mg/l
TDECWR_WQX-TNW000001988,Copper,Total,0.439,ug/l
11NPSWRD_WQX-GRSM_ND_SW,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4155,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0326,Copper,Dissolved,,mg/l
21NC03WQ-G8020000,Nickel,Dissolved,,
11NPSWRD_WQX-GRSM_ND_4155,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0371,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0073,Aluminum,Dissolved,0.08238,mg/l
21NC03WQ-G8020000,Aluminum,Dissolved,,
11NPSWRD_WQX-GRSM_F_0483,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0074,Aluminum,Dissolved,0.0885,mg/l
21NC03WQ-G8020000,Iron,Dissolved,,
11NPSWRD_WQX-GRSM_F_0255,Iron,Dissolved,,mg/l
21NC03WQ-G8020000,Lead,Total,,
11NPSWRD_WQX-GRSM_ND_4145,Aluminum,Dissolved,0.8027,mg/l
21NC03WQ-G8020000,Zinc,Total,,
11NPSWRD_WQX-GRSM_ND_NE,Manganese,Dissolved,,mg/l
21NC03WQ-G8020000,Cadmium,Dissolved,,
21NC03WQ-G8020000,Copper,Total,,
TDECWR_WQX-TNW000001988,Manganese,Total,3.87,ug/l
21NC03WQ-G8020000,Aluminum,Dissolved,,
11NPSWRD_WQX-GRSM_F_0213,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Zinc,Dissolved,,
11NPSWRD_WQX-GRSM_F_MPLP3,Manganese,Dissolved,0.01201,mg/l
21NC03WQ-G8020000,Lead,Dissolved,,
11NPSWRD_WQX-GRSM_F_0222,Aluminum,Dissolved,0.02875,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Iron,Dissolved,,mg/l
21NC03WQ-G8020000,Beryllium,Dissolved,,
11NPSWRD_WQX-GRSM_ND_TF,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0048,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0221,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0326,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0255,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Zinc,Dissolved,0.0095,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0048,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Chromium,Dissolved,,
11NPSWRD_WQX-GRSM_F_0052,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Copper,Dissolved,,
11NPSWRD_WQX-GRSM_ND_4155,Aluminum,Dissolved,1.0893,mg/l
11NPSWRD_WQX-GRSM_F_0310,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Aluminum,Dissolved,0.4947,mg/l
11NPSWRD_WQX-GRSM_F_0043,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4155,Iron,Dissolved,0.1025,mg/l
11NPSWRD_WQX-GRSM_F_0048,Aluminum,Dissolved,0.02795,mg/l
11NPSWRD_WQX-GRSM_F_0480,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Aluminum,Total,67,ug/l
11NPSWRD_WQX-GRSM_ND_NE,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Cadmium,Dissolved,,
11NPSWRD_WQX-GRSM_ND_SW,Copper,Dissolved,,mg/l
21NC03WQ-G8020000,Aluminum,Dissolved,58,ug/l
11NPSWRD_WQX-GRSM_ND_4135,Zinc,Dissolved,0.0095,mg/l
11NPSWRD_WQX-GRSM_ND_4155,Iron,Dissolved,0.0354,mg/l
11NPSWRD_WQX-GRSM_F_INC1.5,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Manganese,Dissolved,0.0147,mg/l
11NPSWRD_WQX-GRSM_F_0052,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Cadmium,Dissolved,,
11NPSWRD_WQX-GRSM_ND_TF,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Copper,Dissolved,,mg/l
21NC03WQ-G8020000,Cadmium,Total,,
21NC03WQ-G8020000,Lead,Dissolved,,
21NC03WQ-G8020000,Cadmium,Dissolved,,
TDECWR_WQX-TNW000001988,Cadmium,Total,,ug/l
21NC03WQ-G8020000,Chromium,Total,,
11NPSWRD_WQX-GRSM_F_MPLP3,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0047,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Nickel,Dissolved,,
11NPSWRD_WQX-GRSM_ND_4135,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0222,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0256,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Iron,Dissolved,,mg/l
TDECWR_WQX-TNW000001988,Chromium,Total,1.35,ug/l
11NPSWRD_WQX-GRSM_ND_4135,Iron,Dissolved,0.0311,mg/l
11NPSWRD_WQX-GRSM_F_INC1.5,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0480,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Mercury,Total,,
11NPSWRD_WQX-GRSM_ND_4135,Manganese,Dissolved,0.0078,mg/l
11NPSWRD_WQX-GRSM_F_0255,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Aluminum,Dissolved,0.5526,mg/l
21NC03WQ-G8020000,Mercury,Total,1.29,ng/l
11NPSWRD_WQX-GRSM_F_0043,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0052,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Iron,Dissolved,0.0542,mg/l
11NPSWRD_WQX-GRSM_F_0213,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Manganese,Dissolved,0.0027,mg/l
21NC03WQ-G8020000,Cadmium,Dissolved,,
21NC03WQ-G8020000,Silver,Total,,
21NC03WQ-G8020000,Silver,Dissolved,,
11NPSWRD_WQX-GRSM_ND_4155,Manganese,Dissolved,0.0184,mg/l
21NC03WQ-G8020000,Cadmium,Dissolved,,
11NPSWRD_WQX-GRSM_ND_NE,Copper,Dissolved,,mg/l
21NC03WQ-G8020000,Iron,Dissolved,,
11NPSWRD_WQX-GRSM_F_INC1.5,Aluminum,Dissolved,,mg/l
21NC03WQ-G8020000,Aluminum,Dissolved,,
11NPSWRD_WQX-GRSM_F_0485,Copper,Dissolved,,mg/l
21NC03WQ-G8020000,Iron,Dissolved,,
11NPSWRD_WQX-GRSM_F_0255,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_MPLP3,Manganese,Dissolved,0.00975,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Aluminum,Dissolved,0.7061,mg/l
11NPSWRD_WQX-GRSM_F_0224,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0052,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Manganese,Dissolved,,mg/l
21NC03WQ-G8020000,Aluminum,Dissolved,,
11NPSWRD_WQX-GRSM_ND_NE,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0220,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0066,Copper,Dissolved,,mg/l
21NC03WQ-G8020000,Mercury,Total,1.31,ng/l
11NPSWRD_WQX-GRSM_ND_OS,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Aluminum,Dissolved,,mg/l
TDECWR_WQX-TNW000001988,Manganese,Total,4.38,ug/l
11NPSWRD_WQX-GRSM_ND_4155,Iron,Dissolved,0.0893,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Manganese,Dissolved,0.0047,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Aluminum,Dissolved,0.6196,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Iron,Dissolved,0.0446,mg/l
11NPSWRD_WQX-GRSM_ND_4155,Manganese,Dissolved,0.0128,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Cadmium,Dissolved,,
11NPSWRD_WQX-GRSM_F_0040,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0224,Iron,Dissolved,,mg/l
21NC03WQ-G8020000,Manganese,Total,,
21NC03WQ-G8020000,Manganese,Dissolved,,
11NPSWRD_WQX-GRSM_F_0066,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Iron,Dissolved,0.0766,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Copper,Dissolved,,
11NPSWRD_WQX-GRSM_ND_OS,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Iron,Dissolved,0.1276,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Iron,Dissolved,0.2021,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0052,Zinc,Dissolved,,mg/l
TDECWR_WQX-TNW000001988,Cadmium,Total,,ug/l
11NPSWRD_WQX-GRSM_F_0256,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Manganese,Dissolved,0.0098,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0255,Copper,Dissolved,0.03633,mg/l
11NPSWRD_WQX-GRSM_F_0259,Iron,Dissolved,,mg/l
21NC03WQ-G8020000,Cadmium,Dissolved,,
11NPSWRD_WQX-GRSM_ND_SW,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0311,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0043,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Aluminum,Dissolved,,mg/l
21NC03WQ-G8020000,Silver,Dissolved,,
11NPSWRD_WQX-GRSM_ND_4135,Manganese,Dissolved,0.0083,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0224,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Aluminum,Dissolved,,
11NPSWRD_WQX-GRSM_ND_OS,Manganese,Dissolved,,mg/l
21NC03WQ-G8020000,Zinc,Dissolved,,
11NPSWRD_WQX-GRSM_ND_4135,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Mercury,Total,1.83,ng/l
21NC03WQ-G8020000,Zinc,Dissolved,,
11NPSWRD_WQX-GRSM_ND_OS,Aluminum,Dissolved,,mg/l
21NC03WQ-G8020000,Chromium,Dissolved,,
21NC03WQ-G8020000,Silver,Total,,
21NC03WQ-G8020000,Nickel,Total,,
21NC03WQ-G8020000,Cadmium,Total,,
11NPSWRD_WQX-GRSM_F_0222,Copper,Dissolved,,mg/l
21NC03WQ-G8020000,Manganese,Dissolved,,
21NC03WQ-G8020000,Iron,Dissolved,,
11NPSWRD_WQX-GRSM_ND_TF,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0310,Copper,Dissolved,,mg/l
21NC03WQ-G8020000,Nickel,Total,,
11NPSWRD_WQX-GRSM_ND_OS,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Zinc,Dissolved,0.0231,mg/l
11NPSWRD_WQX-GRSM_F_INC1.5,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_SW,Aluminum,Dissolved,0.0275,mg/l
11NPSWRD_WQX-GRSM_ND_4155,Iron,Dissolved,0.0568,mg/l
11NPSWRD_WQX-GRSM_F_0047,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4155,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Aluminum,Dissolved,0.0259,mg/l
21NC03WQ-G8020000,Silver,Dissolved,,
11NPSWRD_WQX-GRSM_ND_SW,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0255,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_TF,Aluminum,Dissolved,0.03824,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0040,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Manganese,Dissolved,0.0035,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4145,Iron,Dissolved,0.0366,mg/l
11NPSWRD_WQX-GRSM_F_0052,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_4135,Aluminum,Dissolved,0.5588,mg/l
21NC03WQ-G8020000,Mercury,Total,1.3,ng/l
11NPSWRD_WQX-GRSM_F_0040,Aluminum,Dissolved,0.02457,mg/l
21NC03WQ-G8020000,Nickel,Dissolved,,
11NPSWRD_WQX-GRSM_F_0483,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0255,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0028,Aluminum,Dissolved,0.0242,mg/l
11NPSWRD_WQX-GRSM_F_0030,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_OS,Aluminum,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0479,Aluminum,Dissolved,,mg/l
TDECWR_WQX-TNW000001988,Copper,Total,0.523,ug/l
11NPSWRD_WQX-GRSM_F_0255,Zinc,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0255,Copper,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0259,Copper,Dissolved,,mg/l
21NC03WQ-G8020000,Beryllium,Total,,
11NPSWRD_WQX-GRSM_ND_SW,Manganese,Dissolved,,mg/l
21NC03WQ-G8020000,Zinc,Total,,
11NPSWRD_WQX-GRSM_ND_4135,Aluminum,Dissolved,0.5692,mg/l
11NPSWRD_WQX-GRSM_F_0066,Iron,Dissolved,,mg/l
21NC03WQ-G8020000,Silver,Total,,
21NC03WQ-G8020000,Nickel,Dissolved,,
21NC03WQ-G8020000,Chromium,Dissolved,,
11NPSWRD_WQX-GRSM_ND_OS,Iron,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_ND_NE,Manganese,Dissolved,,mg/l
11NPSWRD_WQX-GRSM_F_0259,Iron,Dissolved,,mg/l
21NC03WQ-G8020000,Copper,Dissolved,,
11NPSWRD_WQX-GRSM_F_0256,Iron,Dissolved,,mg/l
21NC03WQ-G8020000,Chromium,Total,,
21NC03WQ-G8020000,Zinc,Total,,
11NPSWRD_WQX-GRSM_F_0048,Manganese,Dissolved,0.00253,mg/l
21NC03WQ-G8020000,Manganese,Dissolved,,
21NC03WQ-G8020000,Copper,Dissolved,,
11NPSWRD_WQX-GRSM_ND_4135,Manganese,Dissolved,0.0112,mg/l
11NPSWRD_WQX-GRSM_F_0256,Zinc,Dissolved,,mg/l
21NC03WQ-G8020000,Beryllium,Total,,
11NPSWRD_WQX-GRSM_ND_OS,Aluminum,Dissolved,,mg/l
